task_type,task_number,task_name,example_type,example_number,input_height,input_width,output_height,output_width,input_filename,output_filename,input_grid,output_grid
training,169,6e82a1ae.json,train,2,10,10,10,10,img/tasks/6e82a1ae_train_input_2.png,img/tasks/6e82a1ae_train_output_2.png,|0000000000|0000000000|0555000500|0000000500|0000000000|0005500000|0005000000|0000000500|0550005550|0550000000|,|0000000000|0000000000|0222000300|0000000300|0000000000|0002200000|0002000000|0000000100|0110001110|0110000000|
training,169,6e82a1ae.json,train,3,10,10,10,10,img/tasks/6e82a1ae_train_input_3.png,img/tasks/6e82a1ae_train_output_3.png,|0000000000|0050005500|0050000500|0000000000|0000000000|0000550000|5000000000|5500000000|5000000000|0000000000|,|0000000000|0030002200|0030000200|0000000000|0000000000|0000330000|1000000000|1100000000|1000000000|0000000000|
training,169,6e82a1ae.json,test,1,10,10,10,10,img/tasks/6e82a1ae_test_input_1.png,img/tasks/6e82a1ae_test_output_1.png,|0000000005|0000000005|0055055005|0550005005|0000000000|0000000000|5000000000|5005500500|5000000500|0000000000|,|0000000001|0000000001|0011022001|0110002001|0000000000|0000000000|2000000000|2003300300|2000000300|0000000000|
training,170,6ecd11f4.json,train,1,27,21,3,3,img/tasks/6ecd11f4_train_input_1.png,img/tasks/6ecd11f4_train_output_1.png,|000000000000000000000|011111000001111100000|011111000001111100000|011111000001111100000|011111000001111100000|011111000001111100000|000000111110000000000|000000111110000000000|000000111110000000000|000000111110000000000|000000111110000000000|011111000001111100000|011111000001111100000|011111000001111100000|011111000001111100000|011111000001111100000|000000000000000000000|000000000000000000000|000000000000000000000|000000031700000000000|000000028900000000000|000000034600000000000|000000000000000000000|000000000000000000000|000000000000000000000|000000000000000000000|000000000000000000000|,|307|080|306|
training,170,6ecd11f4.json,train,2,27,25,3,3,img/tasks/6ecd11f4_train_input_2.png,img/tasks/6ecd11f4_train_output_2.png,|0000000000000000000000000|0000000000000000000000000|0000000000000000000000000|0000000003330003330000000|0000000003330003330000000|0000000003330003330000000|0000000003333330000000000|0000000003333330000000000|0000000003333330000000000|0000000000003333330000000|0000000000003333330000000|0000000000003333330000000|0000000000000000000000000|0000000000000000000000000|0000000000000000000000000|0000000000000000000000000|0000000000000000000000000|0000000000000000000000000|0000000000000000000000000|0000000021700000000000000|0000000048900000000000000|0000000086100000000000000|0000000000000000000000000|0000000000000000000000000|0000000000000000000000000|0000000000000000000000000|0000000000000000000000000|,|207|480|061|
training,170,6ecd11f4.json,train,3,22,22,4,4,img/tasks/6ecd11f4_train_input_3.png,img/tasks/6ecd11f4_train_output_3.png,|0000000000000000000000|0088880000888888880000|0088880000888888880000|0088880000888888880000|0088880000888888880000|0088880000888800000000|0088880000888800000000|0088880000888800000000|0088880000888800000000|0088880000000088880000|0088880000000088880000|0088880000000088880000|0088880000000088880000|0088888888888800000000|0088888888888800000000|0088888888888800000000|0088888888888800041940|0000000000000000063610|0000000000000000035750|0000000000000000024270|0000000000000000000000|0000000000000000000000|,|4094|6060|3005|2420|
training,170,6ecd11f4.json,test,1,21,24,4,4,img/tasks/6ecd11f4_test_input_1.png,img/tasks/6ecd11f4_test_output_1.png,|000000000000000000000000|002220002222220000000000|002220002222220000000000|002220002222220000000000|000002222220000000000000|000002222220000000000000|000002222220000000000000|002222222222220000000000|002222222222220000000000|002222222222220000000000|002220000002220000000000|002220000002220000000000|002220000002220000000000|000000000000000000000000|000000000000000000000000|000000000000000486300000|000000000000000933500000|000000000000000677400000|000000000000000158100000|000000000000000000000000|000000000000000000000000|,|4063|0330|6774|1001|
training,171,6f8cd79b.json,train,1,3,3,3,3,img/tasks/6f8cd79b_train_input_1.png,img/tasks/6f8cd79b_train_output_1.png,|000|000|000|,|888|808|888|
training,171,6f8cd79b.json,train,2,4,3,4,3,img/tasks/6f8cd79b_train_input_2.png,img/tasks/6f8cd79b_train_output_2.png,|000|000|000|000|,|888|808|808|888|
training,171,6f8cd79b.json,train,3,5,4,5,4,img/tasks/6f8cd79b_train_input_3.png,img/tasks/6f8cd79b_train_output_3.png,|0000|0000|0000|0000|0000|,|8888|8008|8008|8008|8888|
training,171,6f8cd79b.json,train,4,5,6,5,6,img/tasks/6f8cd79b_train_input_4.png,img/tasks/6f8cd79b_train_output_4.png,|000000|000000|000000|000000|000000|,|888888|800008|800008|800008|888888|
training,171,6f8cd79b.json,test,1,7,6,7,6,img/tasks/6f8cd79b_test_input_1.png,img/tasks/6f8cd79b_test_output_1.png,|000000|000000|000000|000000|000000|000000|000000|,|888888|800008|800008|800008|800008|800008|888888|
training,172,6fa7a44f.json,train,1,3,3,6,3,img/tasks/6fa7a44f_train_input_1.png,img/tasks/6fa7a44f_train_output_1.png,|914|914|211|,|914|914|211|211|914|914|
training,172,6fa7a44f.json,train,2,3,3,6,3,img/tasks/6fa7a44f_train_input_2.png,img/tasks/6fa7a44f_train_output_2.png,|484|767|878|,|484|767|878|878|767|484|
training,172,6fa7a44f.json,train,3,3,3,6,3,img/tasks/6fa7a44f_train_input_3.png,img/tasks/6fa7a44f_train_output_3.png,|777|955|517|,|777|955|517|517|955|777|
training,172,6fa7a44f.json,train,4,3,3,6,3,img/tasks/6fa7a44f_train_input_4.png,img/tasks/6fa7a44f_train_output_4.png,|269|269|292|,|269|269|292|292|269|269|
training,172,6fa7a44f.json,test,1,3,3,6,3,img/tasks/6fa7a44f_test_input_1.png,img/tasks/6fa7a44f_test_output_1.png,|292|852|228|,|292|852|228|228|852|292|
training,173,72322fa7.json,train,1,13,22,13,22,img/tasks/72322fa7_train_input_1.png,img/tasks/72322fa7_train_output_1.png,|0000000000000000000000|0000000000000300000000|0000000000000000000000|0000008000000000000000|0000086800000000000000|0000008000000000000600|0000000000000000000000|0000000000000000000000|0000000000000000000000|0101000000000000800000|0030000006000008080000|0101000000000000800000|0000000000000000000000|,|0000000000001010000000|0000000000000300000000|0000000000001010000000|0000008000000000000000|0000086800000000000800|0000008000000000008680|0000000000000000000800|0000000000000000000000|0000000000000000000000|0101000008000000800000|0030000086800008680000|0101000008000000800000|0000000000000000000000|
training,173,72322fa7.json,train,2,13,12,13,12,img/tasks/72322fa7_train_input_2.png,img/tasks/72322fa7_train_output_2.png,|000000000000|000000000000|000000000000|048400000000|000000000080|000000000000|000000000000|000000000000|000000000000|404000000000|000000080000|000000000000|000000000000|,|000000000000|000000000000|000000000000|048400000000|000000000484|000000000000|000000000000|000000000000|000000000000|484000000000|000000484000|000000000000|000000000000|
training,173,72322fa7.json,train,3,14,19,14,19,img/tasks/72322fa7_train_input_3.png,img/tasks/72322fa7_train_output_3.png,|0000000000000000000|0000000000000008280|0000000000000000000|0000000080800000000|0001000000000000000|0003000000000000000|0001000000000000000|0000000000000000000|0000000000000000000|0000000000000000000|0000000000000000000|0000020000000000000|0000000000003000000|0000000000000000000|,|0000000000000000000|0000000000000008280|0000000000000000000|0000000082800000000|0001000000000000000|0003000000000000000|0001000000000000000|0000000000000000000|0000000000000000000|0000000000000000000|0000000000000000000|0000828000001000000|0000000000003000000|0000000000001000000|
training,173,72322fa7.json,test,1,19,19,19,19,img/tasks/72322fa7_test_input_1.png,img/tasks/72322fa7_test_output_1.png,|0000000000000000000|0000000000003730000|0000000080000000000|0004000000000000000|0000000000000000000|0000000000000000000|0000030300000000000|0000000000000000200|0000000000000002420|0000000000000000200|0800000007000000000|0000000000000000000|0000000000000000000|0000000000000000000|0000000000020000000|0000000000202000010|0000040000020000080|0000000000000000010|0000000000000000000|,|0000000000000000000|0000000010003730000|0002000080000000000|0024200010000000000|0002000000000000000|0000000000000000000|0000037300000000000|0000000000000000200|0000000000000002420|0100000000000000200|0800000037300000000|0100000000000000000|0000000000000000000|0000000000000000000|0000000000020000000|0000020000242000010|0000242000020000080|0000020000000000010|0000000000000000000|
training,174,72ca375d.json,train,1,10,10,2,4,img/tasks/72ca375d_train_input_1.png,img/tasks/72ca375d_train_output_1.png,|0000000000|0220000000|0022200770|0000007070|0000000000|0000000000|0006666000|0000660000|0000000000|0000000000|,|6666|0660|
training,174,72ca375d.json,train,2,10,10,2,2,img/tasks/72ca375d_train_input_2.png,img/tasks/72ca375d_train_output_2.png,|0000000000|0044000000|0044008880|0000008088|0000000000|0000000000|0000000000|0022220000|0222000000|0000000000|,|44|44|
training,174,72ca375d.json,train,3,10,10,2,4,img/tasks/72ca375d_train_input_3.png,img/tasks/72ca375d_train_output_3.png,|0000000000|0330000000|0030050050|0030055550|0000000000|0000000000|0000000000|0008880000|8888088000|0000000000|,|5005|5555|
training,174,72ca375d.json,test,1,10,10,3,4,img/tasks/72ca375d_test_input_1.png,img/tasks/72ca375d_test_output_1.png,|0000000000|0000030030|0990033330|0990000030|9999000000|0000000000|0000000000|0000444440|0000400440|0000000000|,|0990|0990|9999|
training,175,73251a56.json,train,1,21,21,21,21,img/tasks/73251a56_train_input_1.png,img/tasks/73251a56_train_output_1.png,|161122334455661122334|616611122233344455566|161666111122223333444|166166661111122222333|216616666610001122222|216661666660001111122|311666166666661111111|321666610006666611111|421166660006666666111|421166660006666666661|532116666616666666666|532116666600000006666|632111666600000006666|642211666666000006666|143211166666000006666|143211166666666166666|253221116666666616666|253221116666666661666|354321111600006666166|364322111600006666616|464322111166666666661|,|161122334455661122334|616611122233344455566|161666111122223333444|166166661111122222333|216616666611111122222|216661666666111111122|311666166666661111111|321666616666666611111|421166661666666666111|421166666166666666661|532116666616666666666|532116666661666666666|632111666666166666666|642211666666616666666|143211166666661666666|143211166666666166666|253221116666666616666|253221116666666661666|354321111666666666166|364322111666666666616|464322111166666666661|
training,175,73251a56.json,train,2,21,21,21,21,img/tasks/73251a56_train_input_2.png,img/tasks/73251a56_train_output_2.png,|656677112233445566771|565566677711122233344|656555666677771111222|655000556666677777111|765000555566666677777|765000555555666666677|166000655000556666666|176000565000555566666|276655556000000005666|276655555655000005556|317665555565555555555|317665555556555555555|417666555555655555555|427766555555565555555|520000655555556555555|520000655555555655555|631776665555555565555|631776660000555556555|732176660000555555655|742177666555555555565|142177666655555555556|,|656677112233445566771|565566677711122233344|656555666677771111222|655655556666677777111|765565555566666677777|765556555555666666677|166555655555556666666|176555565555555566666|276655556555555555666|276655555655555555556|317665555565555555555|317665555556555555555|417666555555655555555|427766555555565555555|521766655555556555555|521766655555555655555|631776665555555565555|631776665555555556555|732176666555555555655|742177666555555555565|142177666655555555556|
training,175,73251a56.json,train,3,21,21,21,21,img/tasks/73251a56_train_input_3.png,img/tasks/73251a56_train_output_3.png,|545566778811223344556|454455566677788811122|545444555566667700888|544544445555566600777|654454444455555500666|654445444444555500566|755444544444445500555|765444454444444455555|865544445444444444555|865544444544444444445|176554444450044444444|176554444440044444444|276555444440044444444|286655444400000444444|387655544000000444444|387655544000000544444|417665554000444454444|417665554000444445444|518765555000444444544|528766555444444444454|628766555544444444445|,|545566778811223344556|454455566677788811122|545444555566667777888|544544445555566666777|654454444455555566666|654445444444555555566|755444544444445555555|765444454444444455555|865544445444444444555|865544444544444444445|176554444454444444444|176554444445444444444|276555444444544444444|286655444444454444444|387655544444445444444|387655544444444544444|417665554444444454444|417665554444444445444|518765555444444444544|528766555444444444454|628766555544444444445|
training,175,73251a56.json,test,1,21,21,21,21,img/tasks/73251a56_test_input_1.png,img/tasks/73251a56_test_output_1.png,|434455667788991122334|343344455500677788899|434333444400556666777|433433334400455555666|543343333300444455555|543334333300444444455|644333433333334444444|654333343333333344444|000003334333333333444|000003333433333333334|865443333343333333333|865443333334333333333|965444333333433333333|975544333333343333333|176544433333334333333|176500000333333000003|286500000333333000003|286500000333333334333|387654444333000003433|397655444333000003343|497655444433333333334|,|434455667788991122334|343344455566677788899|434333444455556666777|433433334444455555666|543343333344444455555|543334333333444444455|644333433333334444444|654333343333333344444|754433334333333333444|754433333433333333334|865443333343333333333|865443333334333333333|965444333333433333333|975544333333343333333|176544433333334333333|176544433333333433333|286554443333333343333|286554443333333334333|387654444333333333433|397655444333333333343|497655444433333333334|
training,176,7447852a.json,train,1,3,10,3,10,img/tasks/7447852a_train_input_1.png,img/tasks/7447852a_train_output_1.png,|2000200020|0202020202|0020002000|,|2000244420|4202024202|4420002000|
training,176,7447852a.json,train,2,3,15,3,15,img/tasks/7447852a_train_input_2.png,img/tasks/7447852a_train_output_2.png,|200020002000200|020202020202020|002000200020002|,|200024442000200|420202420202420|442000200024442|
